UserID,Password,LotNumbers
110588,copart1,31644056
474758,copart1,31648736
483572,copart1,31656606
483599,copart1,31660106
483581,copart1,31662536
483621,copart1,31662636
483628,copart1,31664916
483659,copart1,31696106
483648,copart1,31699286
483665,copart1,31707546
483687,copart1,31707556
483701,copart1,31719586
483706,copart1,31722346
483709,copart1,31726616
483722,copart1,31743736
483726,copart1,31745916
483765,copart1,31755046
483805,copart1,31775046
483816,copart1,31777566
483819,copart2,31839636
483825,copart1,31840816
110588,copart1,31851466
474758,copart1,31852586
483572,copart1,31856396
483599,copart1,31859656
483581,copart1,31860836
483621,copart1,31867456
483628,copart1,31877046
483659,copart1,31877246
483648,copart1,31882476
483665,copart1,31894526
483687,copart1,31894726
483701,copart1,31931416
483706,copart1,31931976
483709,copart1,31941956
483722,copart1,31954186
483726,copart1,31960806
483765,copart1,31962456
483805,copart1,31964236
483816,copart1,31967606
483819,copart2,31995746
483825,copart1,31997166
110588,copart1,32003546
474758,copart1,32007536
483572,copart1,32008886
483599,copart1,32011326
483581,copart1,32011556
483621,copart1,32012606
483628,copart1,32039176
483659,copart1,32042456
483648,copart1,32061646
483665,copart1,32061876
483687,copart1,32076776
483701,copart1,32097366
483706,copart1,32112886
483709,copart1,32114596
483722,copart1,32142166
483726,copart1,32203136
483765,copart1,32218686
483805,copart1,32235556
483816,copart1,32267936
483819,copart2,32296466
483825,copart1,32322386
110588,copart1,32353146
474758,copart1,32367156
483572,copart1,32404286
483599,copart1,32405676
483581,copart1,32406786
483621,copart1,32487386
483628,copart1,32517476
483659,copart1,32517606
483648,copart1,32520206
483665,copart1,32538746
483687,copart1,26016805
483701,copart1,26140695
483706,copart1,34877345
483709,copart1,40491895
483722,copart1,18765346
483726,copart1,21953366
483765,copart1,23106746
483805,copart1,23747126
483816,copart1,24082926
483819,copart2,24196946
483825,copart1,24329806
110588,copart1,24436026
474758,copart1,24635666
483572,copart1,24756726
483599,copart1,25149866
483581,copart1,25162206
483621,copart1,25630906
483628,copart1,25648726
483659,copart1,25685266
483648,copart1,25923776
483665,copart1,26027846
483687,copart1,26039616
483701,copart1,26154306
483706,copart1,26229366
483709,copart1,26690186
483722,copart1,26824586
483726,copart1,26977266
483765,copart1,27087176
483805,copart1,27204876
483816,copart1,27332546
483819,copart2,27429126
483825,copart1,27552916
110588,copart1,27556066
474758,copart1,27601226
483572,copart1,27617746
483599,copart1,27738646
483581,copart1,27747706
483621,copart1,27749686
483628,copart1,27798546
483659,copart1,27813596
483648,copart1,27886396
483665,copart1,27962006
483687,copart1,27971746
483701,copart1,28009456
