UserID,Password
110588,copart1
474758,copart1
483572,copart1
483599,copart1
483581,copart1
483621,copart1
483628,copart1
483659,copart1
483648,copart1
483665,copart1
483687,copart1
483701,copart1
483706,copart1
483709,copart1
483722,copart1
483726,copart1
483765,copart1
483805,copart1
483816,copart1
483819,copart1
483825,copart1
110588,copart1
474758,copart1
483572,copart1
483599,copart1
483581,copart1
483621,copart1
483628,copart1
483659,copart1
483648,copart1
483665,copart1
483687,copart1
483701,copart1
483706,copart1
483709,copart1
483722,copart1
483726,copart1
483765,copart1
483805,copart1
483816,copart1
483819,copart1
483825,copart1
110588,copart1
474758,copart1
483572,copart1
483599,copart1
483581,copart1
483621,copart1
483628,copart1
483659,copart1
483648,copart1
483665,copart1
483687,copart1
483701,copart1
483706,copart1
483709,copart1
483722,copart1
483726,copart1
483765,copart1
483805,copart1
483816,copart1
483819,copart1
483825,copart1
110588,copart1
474758,copart1
483572,copart1
483599,copart1
483581,copart1
483621,copart1
483628,copart1
483659,copart1
483648,copart1
483665,copart1
483687,copart1
483701,copart1
483706,copart1
483709,copart1
483722,copart1
483726,copart1
483765,copart1
483805,copart1
483816,copart1
483819,copart1
483825,copart1
110588,copart1
474758,copart1
483572,copart1
483599,copart1
483581,copart1
483621,copart1
483628,copart1
483659,copart1
483648,copart1
483665,copart1
483687,copart1
483701,copart1
483706,copart1
483709,copart1
483722,copart1
483726,copart1
483765,copart1
483805,copart1
483816,copart1
483819,copart1
483825,copart1
110588,copart1
474758,copart1
483572,copart1
483599,copart1
483581,copart1
483621,copart1
483628,copart1
483659,copart1
483648,copart1
483665,copart1
483687,copart1
483701,copart1
483706,copart1
483709,copart1
483722,copart1
483726,copart1
483765,copart1
483805,copart1
483816,copart1
483819,copart1
483825,copart1
110588,copart1
474758,copart1
483572,copart1
483599,copart1
483581,copart1
483621,copart1
483628,copart1
483659,copart1
483648,copart1
483665,copart1
483687,copart1
483701,copart1
483706,copart1
483709,copart1
483722,copart1
483726,copart1
483765,copart1
483805,copart1
483816,copart1
483819,copart1
483825,copart1
110588,copart1
474758,copart1
483572,copart1
483599,copart1
483581,copart1
483621,copart1
483628,copart1
483659,copart1
483648,copart1
483665,copart1
483687,copart1
483701,copart1
483706,copart1
483709,copart1
483722,copart1
483726,copart1
483765,copart1
483805,copart1
483816,copart1
483819,copart1
483825,copart1
110588,copart1
474758,copart1
483572,copart1
483599,copart1
483581,copart1
483621,copart1
483628,copart1
483659,copart1
483648,copart1
483665,copart1
483687,copart1
483701,copart1
483706,copart1
483709,copart1
483722,copart1
483726,copart1
483765,copart1
483805,copart1
483816,copart1
483819,copart1
483825,copart1
110588,copart1
474758,copart1
483572,copart1
483599,copart1
483581,copart1
483621,copart1
483628,copart1
483659,copart1
483648,copart1
483665,copart1
483687,copart1
483701,copart1
483706,copart1
483709,copart1
483722,copart1
483726,copart1
